Offset;OriginalLength;OriginalString;Translation;Notes;
103323;31;固定ＭＳＧ３８　　　　　　　　;        ;;
103354;31;固定ＭＳＧ３９　　　　　　　　;        ;;
103385;31;固定ＭＳＧ４０　　　　　　　　;        ;;
103416;31;固定ＭＳＧ４１　　　　　　　　;        ;;
103447;31;固定ＭＳＧ４２　　　　　　　　;        ;;
103478;31;固定ＭＳＧ４３　　　　　　　　;        ;;
103509;31;固定ＭＳＧ４４　　　　　　　　;        ;;
103540;31;固定ＭＳＧ４５　　　　　　　　;        ;;
103571;31;固定ＭＳＧ４６　　　　　　　　;        ;;
103602;31;固定ＭＳＧ４７　　　　　　　　;        ;;
103633;31;固定ＭＳＧ４８　　　　　　　　;        ;;
103664;31;固定ＭＳＧ４９　　　　　　　　;        ;;
103695;31;固定ＭＳＧ５０　　　　　　　　;        ;;
103726;31;固定ＭＳＧ５１　　　　　　　　;        ;;
103757;31;固定ＭＳＧ５２　　　　　　　　;        ;;
103788;31;固定ＭＳＧ５３　　　　　　　　;        ;;
103819;31;固定ＭＳＧ５４　　　　　　　　;        ;;
103850;31;固定ＭＳＧ５５　　　　　　　　;        ;;
103881;31;固定ＭＳＧ５６　　　　　　　　;        ;;
103912;31;固定ＭＳＧ５７　　　　　　　　;        ;;
103943;31;固定ＭＳＧ５８　　　　　　　　;        ;;
103974;31;固定ＭＳＧ５９　　　　　　　　;        ;;
104005;31;固定ＭＳＧ６０　　　　　　　　;        ;;
104036;31;固定ＭＳＧ６１　　　　　　　　;        ;;
104067;31;固定ＭＳＧ６２　　　　　　　　;        ;;
104098;31;固定ＭＳＧ６３　　　　　　　　;        ;;
104129;31;固定ＭＳＧ６４　　　　　　　　;        ;;
104160;31;戦車種類１;tank kind 1;;
104191;31;戦車種類２;tank kind 2;;
104222;31;戦車種類３;tank kind 3;;
104253;31;戦車種類４;tank kind 4;;
104284;31;戦車種類５;tank kind 5;;
104315;31;戦車種類６;tank kind 6;;
104346;31;戦車種類７;tank kind 7;;
104377;31;戦車種類８;tank kind 8;;
104408;31;戦車部分名称;tank parts name;;
104439;31;戦車部分名称;tank parts name;;
104470;31;戦車部分名称;tank parts name;;
104501;31;戦車部分名称;tank parts name;;
104532;31;戦車部分名称;tank parts name;;
104563;31;戦車部分名称;tank parts name;;
104594;31;戦車部分名称;tank parts name;;
104625;31;戦車部分名称;tank parts name;;
104656;31;戦車部分名称;tank parts name;;
104687;31;戦車部分名称;tank parts name;;
104718;31;戦車部分名称;tank parts name;;
104749;31;戦車部分名称;tank parts name;;
104780;31;戦車部分名称;tank parts name;;
104811;31;戦車部分名称;tank parts name;;
104842;31;ノトシュ;soyuz;;
104873;31;ＲＫ;rk;;
104904;31;きくち;kikuti;;
104935;31;シモ;shimo;;
104966;31;ＴＡＧ;tag;;
104997;31;ほえ;hoe;;
105028;31;１時;1 o'clock;;
105059;31;２時;2 o'clock;;
105090;31;３時;3 o'clock;;
105121;31;４時;4 o'clock;;
105152;31;５時;5 o'clock;;
105183;31;６時;6 o'clock;;
105214;31;７時;7 o'clock;;
105245;31;８時;8 o'clock;;
105276;31;９時;9 o'clock;;
105307;31;１０時;10 o'clock;;
105338;31;１１時;11 o'clock;;
105369;31;１２時;12 o'clock;;
105400;31;右から;to the right;;
105431;31;左から;to the left;;
105462;31;報復１;Eagle 1;;
105493;31;報復２;Eagle 2;;
105524;31;報復３;Eagle 3;;
105555;31;４;syoki 4;;
105586;31;赤い星;Star;;
105617;31;６;syoki 6;;
105648;31;７;syoki 7;;
105679;31;８;syoki 8;;
105710;31;９;syoki 9;;
105741;31;１０;syoki 10;;
105772;31;１１;syoki 11;;
105803;31;１２;syoki 12;;
105834;31;１３;syoki 13;;
105865;31;１４;syoki 14;;
105896;31;１５;syoki 15;;
105927;31;１６;syoki 16;;
105958;31;敵戦車Ａ;atodu 1;;
105989;31;敵対戦車砲Ａ;atodu 2;;
106020;31;敵戦車Ｂ;atodu 3;;
106051;31;敵対戦車砲Ｂ;atodu 4;;
106082;31;敵対戦車砲Ｃ;atodu 5;;
106113;31;敵戦車Ｃ;atodu 6;;
106144;31;敵対戦車砲Ｄ;atodu 7;;
106175;31;敵戦車Ｄ;atodu 8;;
106206;31;９;atodu 9;;
106237;31;１０;atodu 10;;
106268;31;１１;atodu 11;;
106299;31;１２;atodu 12;;
106330;31;１３;atodu 13;;
106361;31;１４;atodu 14;;
106392;31;１５;atodu 15;;
106423;31;１６;atodu 16;;
106454;31;狙撃兵;Rifle platoon;;
106485;31;狙撃兵;Rifle platoon;;
106516;31;狙撃兵;Rifle platoon;;
106547;31;狙撃兵;Rifle platoon;;
106578;31;狙撃兵;Rifle platoon;;
106609;31;狙撃兵;Rifle platoon;;
106640;31;狙撃兵;Rifle platoon;;
106671;31;狙撃兵;Rifle platoon;;
106702;31;狙撃兵;Rifle platoon;;
106733;31;狙撃兵;Rifle platoon;;
106764;31;狙撃兵;Rifle platoon;;
106795;31;Ｈ１２;sh 12;;
106826;31;Ｈ１３;sh 13;;
106857;31;Ｈ１４;sh 14;;
106888;31;Ｈ１５;sh 15;;
106919;31;Ｈ１６;sh 16;;
106950;31;狙撃兵;Rifle platoon;;
106981;31;後詰歩兵なし２;ah 2;;
107012;31;後詰歩兵なし３;ah 3;;
107043;31;後詰歩兵なし４;ah 4;;
107074;31;後詰歩兵なし５;ah 5;;
107105;31;後詰歩兵なし６;ah 6;;
107136;31;後詰歩兵なし７;ah 7;;
107167;31;後詰歩兵なし８;ah 8;;
107198;31;後詰歩兵なし９;ah 9;;
107229;31;後詰歩兵なし１０;ah 10;;
107260;31;後詰歩兵なし１１;ah 11;;
107291;31;後詰歩兵なし１２;ah 12;;
107322;31;後詰歩兵なし１３;ah 13;;
107353;31;後詰歩兵なし１４;ah 14;;
107384;31;後詰歩兵なし１５;ah 15;;
107415;31;後詰歩兵なし１６;ah 16;;
107446;31;戦略地点名１;strategy p 1;;
107477;31;戦略地点名２;strategy p 2;;
107508;31;戦略地点名３;strategy p 3;;
107539;31;戦略地点名４;strategy p 4;;
107570;31;戦略地点名５;strategy p 5;;
107601;31;戦略地点名６;strategy p 6;;
107632;31;戦略地点名７;strategy p 7;;
107663;31;戦略地点名８;strategy p 8;;
107694;31;赤い星：　　　　　　　　　　　;Star:      ;;
107725;31;同志！　狙撃師団が危ない！！　;Comrade! The Rifle Division ;;
107756;31;我に続け！　　　　　　　　　　;is in danger! Follow me! ;;
107787;31;戦車長：　　　　　　　　　　　;Tank Commander:    ;;
107818;31;勇気と豪胆の模範をしめせ！　　;Show them your bravery!  ;;
107849;31;前進！　　　　　　　　　　　　;        ;;
107880;31;狙撃師団：　　　　　　　　　　;Rifle Division:    ;;
107911;31;鉄路は狙撃兵及び戦車兵の　　　;The railway has been captured;;
107942;31;大衆的英雄行為により確保された;thanks to     ;;
107973;31;戦車長：　　　　　　　　　　　;Tank Commander:    ;;
108004;31;ハラショー！　大成功だ！　　　;Horoso! It's a great victory!;;
108035;31;　　　　　　　　　　　　　　　;        ;;
108066;31;レニングラード方面軍　　　　　;Leningrad Forces:   ;;
108097;31;全滅？　どういうことだ？　　　;Wiped out That's impossible!;;
108128;31;同志！　これは責任重大だぞ！　;Comrade!      ;;
108159;31;狙撃師団：　　　　　　　　　　;Rifle Division:    ;;
108190;31;鉄路確保するも敵戦車が残存！　;We've taken the railway but ;;
108221;31;すべてを撃破せよ！　　　　　　;there are still enemy tanks! ;;
108252;31;固定ＭＳＧ１９　　　　　　　　;Rifle Division:    ;;
108283;31;固定ＭＳＧ２０　　　　　　　　;the patriotic heroism of the ;;
108314;31;固定ＭＳＧ２１　　　　　　　　;rifle and tank units!  ;;
108345;31;固定ＭＳＧ２２　　　　　　　　;Leningrad Forces:   ;;
108376;31;固定ＭＳＧ２３　　　　　　　　;This is an enormous   ;;
108407;31;固定ＭＳＧ２４　　　　　　　　;responsibility!    ;;
108438;31;固定ＭＳＧ２５　　　　　　　　;Rifle Division:    ;;
108469;31;固定ＭＳＧ２６　　　　　　　　;Destroy them all!   ;;
108500;31;固定ＭＳＧ２７　　　　　　　　;        ;;
108531;31;固定ＭＳＧ２８　　　　　　　　;Tank Commander:    ;;
108562;31;固定ＭＳＧ２９　　　　　　　　;Show them your guts!   ;;
108593;31;固定ＭＳＧ３０　　　　　　　　;Forward!      ;;
108624;31;固定ＭＳＧ３１　　　　　　　　;        ;;
108655;31;固定ＭＳＧ３２　　　　　　　　;        ;;
108686;31;固定ＭＳＧ３３　　　　　　　　;        ;;
108717;31;固定ＭＳＧ３４　　　　　　　　;        ;;
108748;31;固定ＭＳＧ３５　　　　　　　　;        ;;
108779;31;固定ＭＳＧ３６　　　　　　　　;        ;;
108810;31;固定ＭＳＧ３７　　　　　　　　;        ;;
108841;31;固定ＭＳＧ３８　　　　　　　　;        ;;
108872;31;固定ＭＳＧ３９　　　　　　　　;        ;;
108903;31;固定ＭＳＧ４０　　　　　　　　;        ;;
108934;31;固定ＭＳＧ４１　　　　　　　　;        ;;
108965;31;固定ＭＳＧ４２　　　　　　　　;        ;;
108996;31;固定ＭＳＧ４３　　　　　　　　;        ;;
109027;31;固定ＭＳＧ４４　　　　　　　　;        ;;
109058;31;固定ＭＳＧ４５　　　　　　　　;        ;;
109089;31;固定ＭＳＧ４６　　　　　　　　;        ;;
109120;31;固定ＭＳＧ４７　　　　　　　　;        ;;
109151;31;固定ＭＳＧ４８　　　　　　　　;        ;;
109182;31;固定ＭＳＧ４９　　　　　　　　;        ;;
109213;31;固定ＭＳＧ５０　　　　　　　　;        ;;
109244;31;固定ＭＳＧ５１　　　　　　　　;        ;;
109275;31;固定ＭＳＧ５２　　　　　　　　;        ;;
109306;31;固定ＭＳＧ５３　　　　　　　　;        ;;
109337;31;固定ＭＳＧ５４　　　　　　　　;        ;;
109368;31;固定ＭＳＧ５５　　　　　　　　;        ;;
109399;31;固定ＭＳＧ５６　　　　　　　　;        ;;
109430;31;固定ＭＳＧ５７　　　　　　　　;        ;;
109461;31;固定ＭＳＧ５８　　　　　　　　;        ;;
109492;31;固定ＭＳＧ５９　　　　　　　　;        ;;
109523;31;固定ＭＳＧ６０　　　　　　　　;        ;;
109554;31;固定ＭＳＧ６１　　　　　　　　;        ;;
109585;31;固定ＭＳＧ６２　　　　　　　　;        ;;
109616;31;固定ＭＳＧ６３　　　　　　　　;        ;;
109647;31;火点;Fire point;;
109678;31;Ｔ３４－１９４１;tank kind 1;;
109709;31;Ｔ３４－１９４１;tank kind 2;;
109740;31;Ｔ３５;tank kind 3;;
109771;31;Ⅲ号戦車;tank kind 4;;
109802;31;自走砲;tank kind 5;;
109833;31;対戦車砲;tank kind 6;;
109864;31;襲撃兵;tank kind 7;;
109895;31;ドイツ兵;tank kind 8;;
109926;31;戦車部分名称;tank parts name;;
109957;31;戦車部分名称;tank parts name;;
109988;31;戦車部分名称;tank parts name;;
110019;31;戦車部分名称;tank parts name;;
110050;31;戦車部分名称;tank parts name;;
110081;31;戦車部分名称;tank parts name;;
110112;31;戦車部分名称;tank parts name;;
110143;31;戦車部分名称;tank parts name;;
110174;31;戦車部分名称;tank parts name;;
110205;31;戦車部分名称;tank parts name;;
110236;31;戦車部分名称;tank parts name;;
110267;31;戦車部分名称;tank parts name;;
110298;31;戦車部分名称;tank parts name;;
110329;31;戦車部分名称;tank parts name;;
110360;31;ノトシュ;soyuz;;
110391;31;ＲＫ;rk;;
110422;31;きくち;kikuti;;
110453;31;シモ;shimo;;
110484;31;ＴＡＧ;tag;;
110515;31;ほえ;hoe;;
110546;31;１時;at 1 o'clock;;
110577;31;２時;at 2 o'clock;;
110608;31;３時;at 3 o'clock;;
110639;31;４時;at 4 o'clock;;
110670;31;５時;at 5 o'clock;;
110701;31;６時;at 6 o'clock;;
110732;31;７時;at 7 o'clock;;
110763;31;８時;at 8 o'clock;;
110794;31;９時;at 9 o'clock;;
110825;31;１０時;at 10 o'clock;;
110856;31;１１時;at 11 o'clock;;
110887;31;１２時;at 12 o'clock;;
110918;31;右から;to the right;;
110949;31;左から;to the left;;
110980;31;初期戦車１;syoki 1;;
111011;31;初期戦車２;syoki 2;;
111042;31;初期戦車３;syoki 3;;
111073;31;初期戦車４;syoki 4;;
111104;31;初期戦車５;syoki 5;;
111135;31;初期戦車６;syoki 6;;
111166;31;初期戦車７;syoki 7;;
111197;31;初期戦車８;syoki 8;;
111228;31;初期戦車９;syoki 9;;
111259;31;初期戦車Ａ;syoki 10;;
111290;31;初期戦車Ｂ;syoki 11;;
111321;31;初期戦車Ｃ;syoki 12;;
111352;31;初期戦車Ｄ;syoki 13;;
111383;31;初期戦車Ｅ;syoki 14;;
111414;31;初期戦車Ｆ;syoki 15;;
111445;31;初期戦車Ｇ;syoki 16;;
111476;31;後詰戦車１;atodu 1;;
111507;31;後詰戦車２;atodu 2;;
111538;31;後詰戦車３;atodu 3;;
111569;31;後詰戦車４;atodu 4;;
111600;31;後詰戦車５;atodu 5;;
111631;31;後詰戦車６;atodu 6;;
111662;31;後詰戦車７;atodu 7;;
111693;31;後詰戦車８;atodu 8;;
111724;31;後詰戦車９;atodu 9;;
111755;31;後詰戦車Ａ;atodu 10;;
111786;31;後詰戦車Ｂ;atodu 11;;
111817;31;後詰戦車Ｃ;atodu 12;;
111848;31;後詰戦車Ｄ;atodu 13;;
111879;31;後詰戦車Ｅ;atodu 14;;
111910;31;後詰戦車Ｆ;atodu 15;;
111941;31;後詰戦車Ｇ;atodu 16;;
111972;31;初期歩兵１;sh 1;;
112003;31;初期歩兵２;sh 2;;
112034;31;初期歩兵３;sh 3;;
112065;31;初期歩兵４;sh 4;;
112096;31;初期歩兵５;sh 5;;
112127;31;初期歩兵６;sh 6;;
112158;31;初期歩兵７;sh 7;;
112189;31;初期歩兵８;sh 8;;
112220;31;初期歩兵９;sh 9;;
112251;31;初期歩兵Ａ;sh 10;;
112282;31;初期歩兵Ｂ;sh 11;;
112313;31;初期歩兵Ｃ;sh 12;;
112344;31;初期歩兵Ｄ;sh 13;;
112375;31;初期歩兵Ｅ;sh 14;;
112406;31;初期歩兵Ｆ;sh 15;;
112437;31;初期歩兵Ｇ;sh 16;;
112468;31;後詰歩兵１;ah 1;;
112499;31;後詰歩兵２;ah 2;;
112530;31;後詰歩兵３;ah 3;;
112561;31;後詰歩兵４;ah 4;;
112592;31;後詰歩兵５;ah 5;;
112623;31;後詰歩兵６;ah 6;;
112654;31;後詰歩兵７;ah 7;;
112685;31;後詰歩兵８;ah 8;;
112716;31;後詰歩兵９;ah 9;;
112747;31;後詰歩兵Ａ;ah 10;;
112778;31;後詰歩兵Ｂ;ah 11;;
112809;31;後詰歩兵Ｃ;ah 12;;
112840;31;後詰歩兵Ｄ;ah 13;;
112871;31;後詰歩兵Ｅ;ah 14;;
112902;31;後詰歩兵Ｆ;ah 15;;
112933;31;後詰歩兵Ｇ;ah 16;;
112964;31;戦略地点名１;strategy p 1;;
112995;31;戦略地点名２;strategy p 2;;
113026;31;戦略地点名３;strategy p 3;;
113057;31;戦略地点名４;strategy p 4;;
113088;31;戦略地点名５;strategy p 5;;
113119;31;戦略地点名６;strategy p 6;;
113150;31;戦略地点名７;strategy p 7;;
113181;31;戦略地点名８;strategy p 8;;
113212;31;固定ＭＳＧ１　　　　　　　　　;        ;;
113243;31;固定ＭＳＧ２　　　　　　　　　;        ;;
113274;31;固定ＭＳＧ３　　　　　　　　　;        ;;
113305;31;固定ＭＳＧ４　　　　　　　　　;        ;;
113336;31;固定ＭＳＧ５　　　　　　　　　;        ;;
113367;31;固定ＭＳＧ６　　　　　　　　　;        ;;
113398;31;固定ＭＳＧ７　　　　　　　　　;        ;;
113429;31;固定ＭＳＧ８　　　　　　　　　;        ;;
113460;31;固定ＭＳＧ９　　　　　　　　　;        ;;
113491;31;固定ＭＳＧ１０　　　　　　　　;        ;;
113522;31;固定ＭＳＧ１１　　　　　　　　;        ;;
113553;31;固定ＭＳＧ１２　　　　　　　　;        ;;
113584;31;固定ＭＳＧ１３　　　　　　　　;        ;;
113615;31;固定ＭＳＧ１４　　　　　　　　;        ;;
113646;31;固定ＭＳＧ１５　　　　　　　　;        ;;
113677;31;固定ＭＳＧ１６　　　　　　　　;        ;;
113708;31;固定ＭＳＧ１７　　　　　　　　;        ;;
113739;31;固定ＭＳＧ１８　　　　　　　　;        ;;
113770;31;固定ＭＳＧ１９　　　　　　　　;        ;;
113801;31;固定ＭＳＧ２０　　　　　　　　;        ;;
113832;31;固定ＭＳＧ２１　　　　　　　　;        ;;
113863;31;固定ＭＳＧ２２　　　　　　　　;        ;;
113894;31;固定ＭＳＧ２３　　　　　　　　;        ;;
113925;31;固定ＭＳＧ２４　　　　　　　　;        ;;
113956;31;固定ＭＳＧ２５　　　　　　　　;        ;;
113987;31;固定ＭＳＧ２６　　　　　　　　;        ;;
114018;31;固定ＭＳＧ２７　　　　　　　　;        ;;
114049;31;固定ＭＳＧ２８　　　　　　　　;        ;;
114080;31;固定ＭＳＧ２９　　　　　　　　;        ;;
114111;31;固定ＭＳＧ３０　　　　　　　　;        ;;
114142;31;固定ＭＳＧ３１　　　　　　　　;        ;;
114173;31;固定ＭＳＧ３２　　　　　　　　;        ;;
114204;31;固定ＭＳＧ３３　　　　　　　　;        ;;
114235;31;固定ＭＳＧ３４　　　　　　　　;        ;;
114266;31;固定ＭＳＧ３５　　　　　　　　;        ;;
114297;31;固定ＭＳＧ３６　　　　　　　　;        ;;
114328;31;固定ＭＳＧ３７　　　　　　　　;        ;;
114359;31;固定ＭＳＧ３８　　　　　　　　;        ;;
114390;31;固定ＭＳＧ３９　　　　　　　　;        ;;
114421;31;固定ＭＳＧ４０　　　　　　　　;        ;;
114452;31;固定ＭＳＧ４１　　　　　　　　;        ;;
114483;31;固定ＭＳＧ４２　　　　　　　　;        ;;
114514;31;固定ＭＳＧ４３　　　　　　　　;        ;;
114545;31;固定ＭＳＧ４４　　　　　　　　;        ;;
114576;31;固定ＭＳＧ４５　　　　　　　　;        ;;
114607;31;固定ＭＳＧ４６　　　　　　　　;        ;;
114638;31;固定ＭＳＧ４７　　　　　　　　;        ;;
114669;31;固定ＭＳＧ４８　　　　　　　　;        ;;
114700;31;固定ＭＳＧ４９　　　　　　　　;        ;;
114731;31;固定ＭＳＧ５０　　　　　　　　;        ;;
114762;31;固定ＭＳＧ５１　　　　　　　　;        ;;
114793;31;固定ＭＳＧ５２　　　　　　　　;        ;;
114824;31;固定ＭＳＧ５３　　　　　　　　;        ;;
114855;31;固定ＭＳＧ５４　　　　　　　　;        ;;
114886;31;固定ＭＳＧ５５　　　　　　　　;        ;;
114917;31;固定ＭＳＧ５６　　　　　　　　;        ;;
114948;31;固定ＭＳＧ５７　　　　　　　　;        ;;
114979;31;固定ＭＳＧ５８　　　　　　　　;        ;;
115010;31;固定ＭＳＧ５９　　　　　　　　;        ;;
115041;31;固定ＭＳＧ６０　　　　　　　　;        ;;
115072;31;固定ＭＳＧ６１　　　　　　　　;        ;;
115103;31;固定ＭＳＧ６２　　　　　　　　;        ;;
115134;31;固定ＭＳＧ６３　　　　　　　　;        ;;
115165;31;固定ＭＳＧ６４　　　　　　　　;        ;;
115196;31;戦車種類１;tank kind 1;;
115227;31;戦車種類２;tank kind 2;;
115258;31;戦車種類３;tank kind 3;;
115289;31;戦車種類４;tank kind 4;;
115320;31;戦車種類５;tank kind 5;;
115351;31;戦車種類６;tank kind 6;;
115382;31;戦車種類７;tank kind 7;;
115413;31;戦車種類８;tank kind 8;;
115444;31;戦車部分名称;tank parts name;;
115475;31;戦車部分名称;tank parts name;;
115506;31;戦車部分名称;tank parts name;;
115537;31;戦車部分名称;tank parts name;;
115568;31;戦車部分名称;tank parts name;;
115599;31;戦車部分名称;tank parts name;;
115630;31;戦車部分名称;tank parts name;;
115661;31;戦車部分名称;tank parts name;;
115692;31;戦車部分名称;tank parts name;;
115723;31;戦車部分名称;tank parts name;;
115754;31;戦車部分名称;tank parts name;;
115785;31;戦車部分名称;tank parts name;;
115816;31;戦車部分名称;tank parts name;;
115847;31;戦車部分名称;tank parts name;;
115878;31;ノトシュ;soyuz;;
115909;31;ふゆしょ;rk;;
115940;31;きくち;kikuti;;
115971;31;シモ;shimo;;
116002;31;ＴＡＧ;tag;;
116033;31;ほえ;hoe;;
116064;31;１時;1 o'clock;;
116095;31;２時;2 o'clock;;
116126;31;３時;3 o'clock;;
116157;31;４時;4 o'clock;;
116188;31;５時;5 o'clock;;
116219;31;６時;6 o'clock;;
116250;31;７時;7 o'clock;;
116281;31;８時;8 o'clock;;
116312;31;９時;9 o'clock;;
116343;31;１０時;10 o'clock;;
116374;31;１１時;11 o'clock;;
116405;31;１２時;12 o'clock;;
116436;31;右から;to the right;;
116467;31;左から;to the left;;
116498;31;団結１;Comber 1;;
116529;31;団結２;Comber 2;;
116560;31;初期戦車３;syoki 3;;
116591;31;初期戦車４;syoki 4;;
116622;31;団結３;Comber 3;;
116653;31;団結４;Comber 4;;
116684;31;初期戦車７;syoki 7;;
116715;31;初期戦車８;syoki 8;;
116746;31;初期戦車９;syoki 9;;
116777;31;初期戦車Ａ;syoki 10;;
116808;31;キーロフ１;Vostok 1;;
116839;31;キーロフ２;Vostok 2;;
116870;31;初期戦車Ｄ;syoki 13;;
116901;31;初期戦車Ｅ;syoki 14;;
116932;31;初期戦車Ｆ;syoki 15;;
116963;31;集団農場１;Neva 1;;
116994;31;星１;Star 1;;
117025;31;ゴーリキー１;Gorky 1;;
117056;31;ゴーリキー２;Gorky 2;;
117087;31;星２;Star 2;;
117118;31;敵戦車Ａ;atodu 5;;
117149;31;敵戦車Ｂ;atodu 6;;
117180;31;星３;Star 3;;
117211;31;集団農場２;Neva 2;;
117242;31;集団農場２;atodu 9;;
117273;31;後詰戦車Ａ;atodu 10;;
117304;31;後詰戦車Ｂ;atodu 11;;
117335;31;後詰戦車Ｃ;atodu 12;;
117366;31;後詰戦車Ｄ;atodu 13;;
117397;31;後詰戦車Ｅ;atodu 14;;
117428;31;後詰戦車Ｆ;atodu 15;;
117459;31;後詰戦車Ｇ;atodu 16;;
117490;31;狙撃兵;Rifle platoon;;
117521;31;狙撃兵;Rifle platoon;;
117552;31;狙撃兵;Rifle platoon;;
117583;31;狙撃兵;Rifle platoon;;
117614;31;狙撃兵;Rifle platoon;;
117645;31;狙撃兵;Rifle platoon;;
117676;31;狙撃兵;Rifle platoon;;
117707;31;狙撃兵;Rifle platoon;;
117738;31;狙撃兵;Rifle platoon;;
117769;31;狙撃兵;Rifle platoon;;
117800;31;狙撃兵;Rifle platoon;;
117831;31;初期歩兵Ｃ;sh 12;;
117862;31;初期歩兵Ｄ;sh 13;;
117893;31;初期歩兵Ｅ;sh 14;;
117924;31;初期歩兵Ｆ;sh 15;;
117955;31;初期歩兵Ｇ;sh 16;;
117986;31;狙撃兵;Rifle platoon;;
118017;31;後詰歩兵２;ah 2;;
118048;31;後詰歩兵３;ah 3;;
118079;31;後詰歩兵４;ah 4;;
118110;31;後詰歩兵５;ah 5;;
118141;31;後詰歩兵６;ah 6;;
118172;31;後詰歩兵７;ah 7;;
118203;31;後詰歩兵８;ah 8;;
118234;31;後詰歩兵９;ah 9;;
118265;31;後詰歩兵Ａ;ah 10;;
118296;31;後詰歩兵Ｂ;ah 11;;
118327;31;後詰歩兵Ｃ;ah 12;;
118358;31;後詰歩兵Ｄ;ah 13;;
118389;31;後詰歩兵Ｅ;ah 14;;
118420;31;後詰歩兵Ｆ;ah 15;;
118451;31;後詰歩兵Ｇ;ah 16;;
118482;31;戦略地点名１;strategy p 1;;
118513;31;戦略地点名２;strategy p 2;;
118544;31;戦略地点名３;strategy p 3;;
118575;31;戦略地点名４;strategy p 4;;
118606;31;戦略地点名５;strategy p 5;;
118637;31;戦略地点名６;strategy p 6;;
118668;31;戦略地点名７;strategy p 7;;
118699;31;戦略地点名８;strategy p 8;;
118730;31;戦車旅団：　　　　　　　　　　;Tank Brigade:    ;;
118761;31;第１目標、ガイトロヴォの敵陣地;Our first target is the enemy;;
118792;31;各車前進！！　　　　　　　　　;force in Gaytolovo   ;;
118823;31;団結１：　　　　　　　　　　　;Comber 1:     ;;
118854;31;前進開始！　　　　　　　　　　;Begin advance!    ;;
118885;31;　　　　　　　　　　　　　　　;        ;;
118916;31;戦車旅団：　　　　　　　　　　;Tank Brigade:    ;;
118947;31;特殊火点全破壊。　　　　　　　;Special fire points destroyed;;
118978;31;第１目標、占領成功！　　　　　;        ;;
119009;31;戦車旅団：　　　　　　　　　　;Tank Brigade:    ;;
119040;31;狙撃兵部隊全滅、任務失敗！　　;The rifle units have been ;;
119071;31;　　　　　　　　　　　　　　　;destroyed!     ;;
119102;31;固定ＭＳＧ１３　　　　　　　　;Tank Brigade:    ;;
119133;31;固定ＭＳＧ１４　　　　　　　　;All units began your advance!;;
119164;31;固定ＭＳＧ１５　　　　　　　　;        ;;
119195;31;固定ＭＳＧ１６　　　　　　　　;Tank Brigade:    ;;
119226;31;固定ＭＳＧ１７　　　　　　　　;The first target has been ;;
119257;31;固定ＭＳＧ１８　　　　　　　　;captured!     ;;
119288;31;固定ＭＳＧ１９　　　　　　　　;Tank Brigade:    ;;
119319;31;固定ＭＳＧ２０　　　　　　　　;The mission is a failure! ;;
119350;31;固定ＭＳＧ２１　　　　　　　　;        ;;
119381;31;固定ＭＳＧ２２　　　　　　　　;        ;;
119412;31;固定ＭＳＧ２３　　　　　　　　;        ;;
119443;31;固定ＭＳＧ２４　　　　　　　　;        ;;
119474;31;固定ＭＳＧ２５　　　　　　　　;        ;;
119505;31;固定ＭＳＧ２６　　　　　　　　;        ;;
119536;31;固定ＭＳＧ２７　　　　　　　　;        ;;
119567;31;固定ＭＳＧ２８　　　　　　　　;        ;;
119598;31;固定ＭＳＧ２９　　　　　　　　;        ;;
119629;31;固定ＭＳＧ３０　　　　　　　　;        ;;
119660;31;固定ＭＳＧ３１　　　　　　　　;        ;;
119691;31;固定ＭＳＧ３２　　　　　　　　;        ;;
119722;31;固定ＭＳＧ３３　　　　　　　　;        ;;
119753;31;固定ＭＳＧ３４　　　　　　　　;        ;;
119784;31;固定ＭＳＧ３５　　　　　　　　;        ;;
119815;31;固定ＭＳＧ３６　　　　　　　　;        ;;
119846;31;固定ＭＳＧ３７　　　　　　　　;        ;;
119877;31;固定ＭＳＧ３８　　　　　　　　;        ;;
119908;31;固定ＭＳＧ３９　　　　　　　　;        ;;
119939;31;固定ＭＳＧ４０　　　　　　　　;        ;;
119970;31;固定ＭＳＧ４１　　　　　　　　;        ;;
120001;31;固定ＭＳＧ４２　　　　　　　　;        ;;
120032;31;固定ＭＳＧ４３　　　　　　　　;        ;;
120063;31;固定ＭＳＧ４４　　　　　　　　;        ;;
120094;31;固定ＭＳＧ４５　　　　　　　　;        ;;
120125;31;固定ＭＳＧ４６　　　　　　　　;        ;;
120156;31;固定ＭＳＧ４７　　　　　　　　;        ;;
120187;31;固定ＭＳＧ４８　　　　　　　　;        ;;
120218;31;固定ＭＳＧ４９　　　　　　　　;        ;;
120249;31;固定ＭＳＧ５０　　　　　　　　;        ;;
120280;31;固定ＭＳＧ５１　　　　　　　　;        ;;
120311;31;固定ＭＳＧ５２　　　　　　　　;        ;;
120342;31;固定ＭＳＧ５３　　　　　　　　;        ;;
120373;31;固定ＭＳＧ５４　　　　　　　　;        ;;
120404;31;固定ＭＳＧ５５　　　　　　　　;        ;;
120435;31;固定ＭＳＧ５６　　　　　　　　;        ;;
120466;31;固定ＭＳＧ５７　　　　　　　　;        ;;
120497;31;固定ＭＳＧ５８　　　　　　　　;        ;;
120528;31;固定ＭＳＧ５９　　　　　　　　;        ;;
120559;31;固定ＭＳＧ６０　　　　　　　　;        ;;
120590;31;固定ＭＳＧ６１　　　　　　　　;        ;;
