Offset;OriginalLength;OriginalString;Translation;Notes;
8496;16;ファイアボール７;Fireball 7  ;;
8512;16;バッファロー１　;Buffalo 1  ;;
8528;16;バッファロー２　;Buffalo 2  ;;
8544;16;バッファロー３　;Buffalo 3  ;;
8560;16;バッファロー４　;Buffalo 4  ;;
8576;16;敵戦車Ｂ　　　　;atodu 9   ;;
8592;16;対戦車砲Ａ　　　;10;;
8608;16;対戦車砲Ｂ　　　;11;;
8624;16;敵戦車Ｃ　　　　;atodu 12  ;;
8640;16;対戦車砲Ｃ　　　;13;;
8656;16;アタッカー　　　;Attacker  ;;
8672;16;アタッカー　　　;Attacker  ;;
8688;16;１６　　　　　　;16;;
8704;16;初期戦車１　　　;syoki 1   ;;
8720;16;初期戦車２　　　;syoki 2   ;;
8736;16;初期戦車３　　　;syoki 3   ;;
8752;16;初期戦車４　　　;syoki 4   ;;
8768;16;初期戦車５　　　;syoki 5   ;;
8784;16;初期戦車６　　　;syoki 6   ;;
8800;16;初期戦車７　　　;syoki 7   ;;
8816;16;初期戦車８　　　;syoki 8   ;;
8832;16;初期戦車９　　　;syoki 9   ;;
8848;16;初期戦車Ａ　　　;syoki 10  ;;
8864;16;初期戦車Ｂ　　　;syoki 11  ;;
8880;16;初期戦車Ｃ　　　;syoki 12  ;;
8896;16;初期戦車Ｄ　　　;syoki 13  ;;
8912;16;初期戦車Ｅ　　　;syoki 14  ;;
8928;16;初期戦車Ｆ　　　;syoki 15  ;;
8944;16;初期戦車Ｇ　　　;syoki 16  ;;
8960;16;後詰戦車１　　　;atodu 1   ;;
8976;16;後詰戦車２　　　;atodu 2   ;;
8992;16;後詰戦車３　　　;atodu 3   ;;
9008;16;後詰戦車４　　　;atodu 4   ;;
9024;16;後詰戦車５　　　;atodu 5   ;;
9040;16;後詰戦車６　　　;atodu 6   ;;
9056;16;後詰戦車７　　　;atodu 7   ;;
9072;16;後詰戦車８　　　;atodu 8   ;;
9088;16;後詰戦車９　　　;atodu 9   ;;
9104;16;後詰戦車Ａ　　　;atodu 10  ;;
9120;16;後詰戦車Ｂ　　　;atodu 11  ;;
9136;16;後詰戦車Ｃ　　　;atodu 12  ;;
9152;16;後詰戦車Ｄ　　　;atodu 13  ;;
9168;16;後詰戦車Ｅ　　　;atodu 14  ;;
9184;16;後詰戦車Ｆ　　　;atodu 15  ;;
9200;16;後詰戦車Ｇ　　　;atodu 16  ;;
9216;16;初期戦車１　　　;syoki 1   ;;
9232;16;初期戦車２　　　;syoki 2   ;;
9248;16;初期戦車３　　　;syoki 3   ;;
9264;16;初期戦車４　　　;syoki 4   ;;
9280;16;初期戦車５　　　;syoki 5   ;;
9296;16;初期戦車６　　　;syoki 6   ;;
9312;16;初期戦車７　　　;syoki 7   ;;
9328;16;初期戦車８　　　;syoki 8   ;;
9344;16;初期戦車９　　　;syoki 9   ;;
9360;16;初期戦車Ａ　　　;syoki 10  ;;
9376;16;初期戦車Ｂ　　　;syoki 11  ;;
9392;16;初期戦車Ｃ　　　;syoki 12  ;;
9408;16;初期戦車Ｄ　　　;syoki 13  ;;
9424;16;初期戦車Ｅ　　　;syoki 14  ;;
9440;16;初期戦車Ｆ　　　;syoki 15  ;;
9456;16;初期戦車Ｇ　　　;syoki 16  ;;
9472;16;後詰戦車１　　　;atodu 1   ;;
9488;16;後詰戦車２　　　;atodu 2   ;;
9504;16;後詰戦車３　　　;atodu 3   ;;
9520;16;後詰戦車４　　　;atodu 4   ;;
9536;16;後詰戦車５　　　;atodu 5   ;;
9552;16;後詰戦車６　　　;atodu 6   ;;
9568;16;後詰戦車７　　　;atodu 7   ;;
9584;16;後詰戦車８　　　;atodu 8   ;;
9600;16;後詰戦車９　　　;atodu 9   ;;
9616;16;後詰戦車Ａ　　　;atodu 10  ;;
9632;16;後詰戦車Ｂ　　　;atodu 11  ;;
9648;16;後詰戦車Ｃ　　　;atodu 12  ;;
9664;16;後詰戦車Ｄ　　　;atodu 13  ;;
9680;16;後詰戦車Ｅ　　　;atodu 14  ;;
9696;16;後詰戦車Ｆ　　　;atodu 15  ;;
9712;16;後詰戦車Ｇ　　　;atodu 16  ;;
9728;16;報復１　　　　　;Eagle 1   ;;
9744;16;報復２　　　　　;Eagle 2   ;;
9760;16;報復３　　　　　;Eagle 3   ;;
9776;16;４　　　　　　　;syoki 4   ;;
9792;16;赤い星　　　　　;Star   ;;
9808;16;６　　　　　　　;syoki 6   ;;
9824;16;７　　　　　　　;syoki 7   ;;
9840;16;８　　　　　　　;syoki 8   ;;
9856;16;９　　　　　　　;syoki 9   ;;
9872;16;１０　　　　　　;syoki 10  ;;
9888;16;１１　　　　　　;syoki 11  ;;
9904;16;１２　　　　　　;syoki 12  ;;
9920;16;１３　　　　　　;syoki 13  ;;
9936;16;１４　　　　　　;syoki 14  ;;
9952;16;１５　　　　　　;syoki 15  ;;
9968;16;１６　　　　　　;syoki 16  ;;
9984;16;敵戦車Ａ　　　　;atodu 1   ;;
10000;16;敵対戦車砲Ａ　　;atodu 2   ;;
10016;16;敵戦車Ｂ　　　　;atodu 3   ;;
10032;16;敵対戦車砲Ｂ　　;atodu 4   ;;
10048;16;敵対戦車砲Ｃ　　;atodu 5   ;;
10064;16;敵戦車Ｃ　　　　;atodu 6   ;;
10080;16;敵対戦車砲Ｄ　　;atodu 7   ;;
10096;16;敵戦車Ｄ　　　　;atodu 8   ;;
10112;16;９　　　　　　　;atodu 9   ;;
10128;16;１０　　　　　　;atodu 10  ;;
10144;16;１１　　　　　　;atodu 11  ;;
10160;16;１２　　　　　　;atodu 12  ;;
10176;16;１３　　　　　　;atodu 13  ;;
10192;16;１４　　　　　　;atodu 14  ;;
10208;16;１５　　　　　　;atodu 15  ;;
10224;16;１６　　　　　　;atodu 16  ;;
10240;16;初期戦車１　　　;syoki 1   ;;
10256;16;初期戦車２　　　;syoki 2   ;;
10272;16;初期戦車３　　　;syoki 3   ;;
10288;16;初期戦車４　　　;syoki 4   ;;
10304;16;初期戦車５　　　;syoki 5   ;;
10320;16;初期戦車６　　　;syoki 6   ;;
10336;16;初期戦車７　　　;syoki 7   ;;
10352;16;初期戦車８　　　;syoki 8   ;;
10368;16;初期戦車９　　　;syoki 9   ;;
10384;16;初期戦車Ａ　　　;syoki 10  ;;
10400;16;初期戦車Ｂ　　　;syoki 11  ;;
10416;16;初期戦車Ｃ　　　;syoki 12  ;;
10432;16;初期戦車Ｄ　　　;syoki 13  ;;
10448;16;初期戦車Ｅ　　　;syoki 14  ;;
10464;16;初期戦車Ｆ　　　;syoki 15  ;;
10480;16;初期戦車Ｇ　　　;syoki 16  ;;
10496;16;後詰戦車１　　　;atodu 1   ;;
10512;16;後詰戦車２　　　;atodu 2   ;;
10528;16;後詰戦車３　　　;atodu 3   ;;
10544;16;後詰戦車４　　　;atodu 4   ;;
10560;16;後詰戦車５　　　;atodu 5   ;;
10576;16;後詰戦車６　　　;atodu 6   ;;
10592;16;後詰戦車７　　　;atodu 7   ;;
10608;16;後詰戦車８　　　;atodu 8   ;;
10624;16;後詰戦車９　　　;atodu 9   ;;
10640;16;後詰戦車Ａ　　　;atodu 10  ;;
10656;16;後詰戦車Ｂ　　　;atodu 11  ;;
10672;16;後詰戦車Ｃ　　　;atodu 12  ;;
10688;16;後詰戦車Ｄ　　　;atodu 13  ;;
10704;16;後詰戦車Ｅ　　　;atodu 14  ;;
10720;16;後詰戦車Ｆ　　　;atodu 15  ;;
10736;16;後詰戦車Ｇ　　　;atodu 16  ;;
10752;16;団結１　　　　　;Comber 1  ;;
10768;16;団結２　　　　　;Comber 2  ;;
10784;16;初期戦車３　　　;syoki 3   ;;
10800;16;初期戦車４　　　;syoki 4   ;;
10816;16;団結３　　　　　;Comber 3  ;;
10832;16;団結４　　　　　;Comber 4  ;;
10848;16;初期戦車７　　　;syoki 7   ;;
10864;16;初期戦車８　　　;syoki 8   ;;
10880;16;初期戦車９　　　;syoki 9   ;;
10896;16;初期戦車Ａ　　　;syoki 10  ;;
10912;16;キーロフ１　　　;Vostok 1  ;;
10928;16;キーロフ２　　　;Vostok 2  ;;
10944;16;初期戦車Ｄ　　　;syoki 13  ;;
10960;16;初期戦車Ｅ　　　;syoki 14  ;;
10976;16;初期戦車Ｆ　　　;syoki 15  ;;
10992;16;集団農場１　　　;Neva 1   ;;
11008;16;星１　　　　　　;Star 1   ;;
11024;16;ゴーリキー１　　;Gorky 1   ;;
11040;16;ゴーリキー２　　;Gorky 2   ;;
11056;16;星２　　　　　　;Star 2   ;;
11072;16;敵戦車Ａ　　　　;atodu 5   ;;
11088;16;敵戦車Ｂ　　　　;atodu 6   ;;
11104;16;星３　　　　　　;Star 3   ;;
11120;16;集団農場２　　　;Neva 2   ;;
11136;16;集団農場２　　　;atodu 9   ;;
11152;16;後詰戦車Ａ　　　;atodu 10  ;;
11168;16;後詰戦車Ｂ　　　;atodu 11  ;;
11184;16;後詰戦車Ｃ　　　;atodu 12  ;;
11200;16;後詰戦車Ｄ　　　;atodu 13  ;;
11216;16;後詰戦車Ｅ　　　;atodu 14  ;;
11232;16;後詰戦車Ｆ　　　;atodu 15  ;;
11248;16;後詰戦車Ｇ　　　;atodu 16  ;;
11264;16;ヴォストーク　　;Vostok   ;;
11280;16;初期戦車２　　　;syoki 2   ;;
11296;16;初期戦車３　　　;syoki 3   ;;
11312;16;初期戦車４　　　;syoki 4   ;;
11328;16;キーロフ　　　　;Kirov   ;;
11344;16;初期戦車６　　　;syoki 6   ;;
11360;16;初期戦車７　　　;syoki 7   ;;
11376;16;初期戦車８　　　;syoki 8   ;;
11392;16;初期戦車９　　　;syoki 9   ;;
11408;16;初期戦車Ａ　　　;syoki 10  ;;
11424;16;初期戦車Ｂ　　　;syoki 11  ;;
11440;16;初期戦車Ｃ　　　;syoki 12  ;;
11456;16;初期戦車Ｄ　　　;syoki 13  ;;
11472;16;初期戦車Ｅ　　　;syoki 14  ;;
11488;16;初期戦車Ｆ　　　;syoki 15  ;;
11504;16;初期戦車Ｇ　　　;syoki 16  ;;
11520;16;後詰戦車１　　　;atodu 1   ;;
11536;16;後詰戦車２　　　;atodu 2   ;;
11552;16;後詰戦車３　　　;atodu 3   ;;
11568;16;後詰戦車４　　　;atodu 4   ;;
11584;16;後詰戦車５　　　;atodu 5   ;;
11600;16;後詰戦車６　　　;atodu 6   ;;
11616;16;後詰戦車７　　　;atodu 7   ;;
11632;16;後詰戦車８　　　;atodu 8   ;;
11648;16;後詰戦車９　　　;atodu 9   ;;
11664;16;後詰戦車Ａ　　　;atodu 10  ;;
11680;16;後詰戦車Ｂ　　　;atodu 11  ;;
11696;16;後詰戦車Ｃ　　　;atodu 12  ;;
11712;16;後詰戦車Ｄ　　　;atodu 13  ;;
11728;16;後詰戦車Ｅ　　　;atodu 14  ;;
11744;16;後詰戦車Ｆ　　　;atodu 15  ;;
11760;16;後詰戦車Ｇ　　　;atodu 16  ;;
11776;16;初期戦車１　　　;syoki 1   ;;
11792;16;初期戦車２　　　;syoki 2   ;;
11808;16;初期戦車３　　　;syoki 3   ;;
11824;16;初期戦車４　　　;syoki 4   ;;
11840;16;初期戦車５　　　;syoki 5   ;;
11856;16;初期戦車６　　　;syoki 6   ;;
11872;16;初期戦車７　　　;syoki 7   ;;
11888;16;初期戦車８　　　;syoki 8   ;;
11904;16;初期戦車９　　　;syoki 9   ;;
11920;16;初期戦車Ａ　　　;syoki 10  ;;
11936;16;初期戦車Ｂ　　　;syoki 11  ;;
11952;16;初期戦車Ｃ　　　;syoki 12  ;;
11968;16;初期戦車Ｄ　　　;syoki 13  ;;
11984;16;初期戦車Ｅ　　　;syoki 14  ;;
12000;16;初期戦車Ｆ　　　;syoki 15  ;;
12016;16;初期戦車Ｇ　　　;syoki 16  ;;
12032;16;後詰戦車１　　　;atodu 1   ;;
12048;16;後詰戦車２　　　;atodu 2   ;;
12064;16;後詰戦車３　　　;atodu 3   ;;
12080;16;後詰戦車４　　　;atodu 4   ;;
12096;16;後詰戦車５　　　;atodu 5   ;;
12112;16;後詰戦車６　　　;atodu 6   ;;
12128;16;後詰戦車７　　　;atodu 7   ;;
12144;16;後詰戦車８　　　;atodu 8   ;;
12160;16;後詰戦車９　　　;atodu 9   ;;
12176;16;後詰戦車Ａ　　　;atodu 10  ;;
12192;16;後詰戦車Ｂ　　　;atodu 11  ;;
12208;16;後詰戦車Ｃ　　　;atodu 12  ;;
12224;16;後詰戦車Ｄ　　　;atodu 13  ;;
12240;16;後詰戦車Ｅ　　　;atodu 14  ;;
12256;16;後詰戦車Ｆ　　　;atodu 15  ;;
12272;16;後詰戦車Ｇ　　　;atodu 16  ;;
12288;16;初期戦車１　　　;;;
12304;16;初期戦車２　　　;;;
12320;16;初期戦車３　　　;;;
12336;16;初期戦車４　　　;;;
12352;16;初期戦車５　　　;;;
12368;16;初期戦車６　　　;;;
12384;16;初期戦車７　　　;;;
12400;16;初期戦車８　　　;;;
12416;16;初期戦車９　　　;;;
12432;16;初期戦車Ａ　　　;;;
12448;16;初期戦車Ｂ　　　;;;
12464;16;初期戦車Ｃ　　　;;;
12480;16;初期戦車Ｄ　　　;;;
12496;16;初期戦車Ｅ　　　;;;
12512;16;初期戦車Ｆ　　　;;;
12528;16;初期戦車Ｇ　　　;;;
12544;16;後詰戦車１　　　;;;
12560;16;後詰戦車２　　　;;;
12576;16;後詰戦車３　　　;;;
12592;16;後詰戦車４　　　;;;
12608;16;後詰戦車５　　　;;;
12624;16;後詰戦車６　　　;;;
12640;16;後詰戦車７　　　;;;
12656;16;後詰戦車８　　　;;;
12672;16;後詰戦車９　　　;;;
12688;16;後詰戦車Ａ　　　;;;
12704;16;後詰戦車Ｂ　　　;;;
12720;16;後詰戦車Ｃ　　　;;;
12736;16;後詰戦車Ｄ　　　;;;
12752;16;後詰戦車Ｅ　　　;;;
12768;16;後詰戦車Ｆ　　　;;;
12784;16;後詰戦車Ｇ　　　;;;
12800;16;初期戦車１　　　;syoki 1   ;;
12816;16;初期戦車２　　　;syoki 2   ;;
12832;16;初期戦車３　　　;syoki 3   ;;
12848;16;初期戦車４　　　;syoki 4   ;;
12864;16;初期戦車５　　　;syoki 5   ;;
12880;16;初期戦車６　　　;syoki 6   ;;
12896;16;初期戦車７　　　;syoki 7   ;;
12912;16;初期戦車８　　　;syoki 8   ;;
12928;16;初期戦車９　　　;syoki 9   ;;
12944;16;初期戦車Ａ　　　;syoki 10  ;;
12960;16;初期戦車Ｂ　　　;syoki 11  ;;
12976;16;初期戦車Ｃ　　　;syoki 12  ;;
12992;16;初期戦車Ｄ　　　;syoki 13  ;;
13008;16;初期戦車Ｅ　　　;syoki 14  ;;
13024;16;初期戦車Ｆ　　　;syoki 15  ;;
13040;16;初期戦車Ｇ　　　;syoki 16  ;;
13056;16;後詰戦車１　　　;atodu 1   ;;
13072;16;後詰戦車２　　　;atodu 2   ;;
13088;16;後詰戦車３　　　;atodu 3   ;;
13104;16;後詰戦車４　　　;atodu 4   ;;
13120;16;後詰戦車５　　　;atodu 5   ;;
13136;16;後詰戦車６　　　;atodu 6   ;;
13152;16;後詰戦車７　　　;atodu 7   ;;
13168;16;後詰戦車８　　　;atodu 8   ;;
13184;16;後詰戦車９　　　;atodu 9   ;;
13200;16;後詰戦車Ａ　　　;atodu 10  ;;
13216;16;後詰戦車Ｂ　　　;atodu 11  ;;
13232;16;後詰戦車Ｃ　　　;atodu 12  ;;
13248;16;後詰戦車Ｄ　　　;atodu 13  ;;
13264;16;後詰戦車Ｅ　　　;atodu 14  ;;
13280;16;後詰戦車Ｆ　　　;atodu 15  ;;
13296;16;後詰戦車Ｇ　　　;atodu 16  ;;
13312;16;初期戦車１　　　;syoki 1   ;;
13328;16;初期戦車２　　　;syoki 2   ;;
13344;16;初期戦車３　　　;syoki 3   ;;
13360;16;初期戦車４　　　;syoki 4   ;;
13376;16;初期戦車５　　　;syoki 5   ;;
13392;16;初期戦車６　　　;syoki 6   ;;
13408;16;初期戦車７　　　;syoki 7   ;;
13424;16;初期戦車８　　　;syoki 8   ;;
13440;16;初期戦車９　　　;syoki 9   ;;
13456;16;初期戦車Ａ　　　;syoki 10  ;;
13472;16;初期戦車Ｂ　　　;syoki 11  ;;
13488;16;初期戦車Ｃ　　　;syoki 12  ;;
13504;16;初期戦車Ｄ　　　;syoki 13  ;;
13520;16;初期戦車Ｅ　　　;syoki 14  ;;
13536;16;初期戦車Ｆ　　　;syoki 15  ;;
13552;16;初期戦車Ｇ　　　;syoki 16  ;;
13568;16;後詰戦車１　　　;atodu 1   ;;
13584;16;後詰戦車２　　　;atodu 2   ;;
13600;16;後詰戦車３　　　;atodu 3   ;;
13616;16;後詰戦車４　　　;atodu 4   ;;
13632;16;後詰戦車５　　　;atodu 5   ;;
13648;16;後詰戦車６　　　;atodu 6   ;;
13664;16;後詰戦車７　　　;atodu 7   ;;
13680;16;後詰戦車８　　　;atodu 8   ;;
13696;16;後詰戦車９　　　;atodu 9   ;;
13712;16;後詰戦車Ａ　　　;atodu 10  ;;
13728;16;後詰戦車Ｂ　　　;atodu 11  ;;
13744;16;後詰戦車Ｃ　　　;atodu 12  ;;
13760;16;後詰戦車Ｄ　　　;atodu 13  ;;
13776;16;後詰戦車Ｅ　　　;atodu 14  ;;
13792;16;後詰戦車Ｆ　　　;atodu 15  ;;
13808;16;後詰戦車Ｇ　　　;atodu 16  ;;
13824;16;祖国１　　　　　;Torch 1   ;;
13840;16;祖国２　　　　　;Torch 2   ;;
13856;16;祖国３　　　　　;Torch 3   ;;
13872;16;祖国４　　　　　;Torch 4   ;;
13888;16;ラゾ１　　　　　;Pennant 1  ;;
13904;16;ラゾ２　　　　　;Pennant 2  ;;
13920;16;労働１　　　　　;Eagle 1   ;;
13936;16;前進１　　　　　;Sunglow 1  ;;
13952;16;初期戦車９　　　;syoki 9   ;;
13968;16;初期戦車Ａ　　　;syoki 10  ;;
13984;16;初期戦車Ｂ　　　;syoki 11  ;;
14000;16;初期戦車Ｃ　　　;syoki 12  ;;
14016;16;初期戦車Ｄ　　　;syoki 13  ;;
14032;16;初期戦車Ｅ　　　;syoki 14  ;;
14048;16;初期戦車Ｆ　　　;syoki 15  ;;
14064;16;初期戦車Ｇ　　　;syoki 16  ;;
14080;16;１０月５　　　　;October 5  ;;
14096;16;労働２　　　　　;Eagle 2   ;;
14112;16;ハイタカ１　　　;Buzzard 1  ;;
14128;16;敵戦車Ａ　　　　;    ;;
14144;16;１０月６　　　　;October 6  ;;
14160;16;１０月７　　　　;October 7  ;;
14176;16;１０月１　　　　;October 1  ;;
14192;16;１０月２　　　　;October 2  ;;
14208;16;１０月３　　　　;October 3  ;;
14224;16;ハイタカ２　　　;Buzzard 2  ;;
14240;16;リサー５　　　　;Bumbee 5  ;;
14256;16;リサー６　　　　;Bumbee 6  ;;
14272;16;前進２　　　　　;Sunglow 2  ;;
14288;16;ラボータ５　　　;Storm 5   ;;
14304;16;ラボータ６　　　;Storm 6   ;;
14320;16;後詰戦車Ｇ　　　;atodu 16  ;;
14336;16;１０２号車　　　;Tank 102  ;;
14352;16;０８号車　　　　;Tank 08   ;;
14368;16;１１５号車　　　;Tank 115  ;;
14384;16;１０１号車　　　;Tiger 101  ;;
14400;16;初期戦車５　　　;syoki 5   ;;
14416;16;初期戦車６　　　;syoki 6   ;;
14432;16;初期戦車７　　　;syoki 7   ;;
14448;16;初期戦車８　　　;syoki 8   ;;
14464;16;初期戦車９　　　;syoki 9   ;;
14480;16;初期戦車Ａ　　　;syoki 10  ;;
14496;16;初期戦車Ｂ　　　;syoki 11  ;;
14512;16;初期戦車Ｃ　　　;syoki 12  ;;
14528;16;初期戦車Ｄ　　　;syoki 13  ;;
14544;16;初期戦車Ｅ　　　;syoki 14  ;;
14560;16;初期戦車Ｆ　　　;syoki 15  ;;
14576;16;初期戦車Ｇ　　　;syoki 16  ;;
14592;16;０４号車　　　　;Tank 04   ;;
14608;16;１２４号車　　　;Tank 124  ;;
14624;16;後詰戦車３　　　;atodu 3   ;;
14640;16;後詰戦車４　　　;atodu 4   ;;
14656;16;後詰戦車５　　　;atodu 5   ;;
14672;16;後詰戦車６　　　;atodu 6   ;;
14688;16;後詰戦車７　　　;atodu 7   ;;
14704;16;後詰戦車８　　　;atodu 8   ;;
14720;16;後詰戦車９　　　;atodu 9   ;;
14736;16;後詰戦車Ａ　　　;atodu 10  ;;
14752;16;後詰戦車Ｂ　　　;atodu 11  ;;
14768;16;後詰戦車Ｃ　　　;atodu 12  ;;
14784;16;後詰戦車Ｄ　　　;atodu 13  ;;
14800;16;後詰戦車Ｅ　　　;atodu 14  ;;
14816;16;後詰戦車Ｆ　　　;atodu 15  ;;
14832;16;後詰戦車Ｇ　　　;atodu 16  ;;
14848;16;初期戦車１　　　;;;
14864;16;初期戦車２　　　;;;
14880;16;初期戦車３　　　;;;
14896;16;初期戦車４　　　;;;
14912;16;初期戦車５　　　;;;
14928;16;初期戦車６　　　;;;
14944;16;初期戦車７　　　;;;
14960;16;初期戦車８　　　;;;
14976;16;初期戦車９　　　;;;
14992;16;初期戦車Ａ　　　;;;
15008;16;初期戦車Ｂ　　　;;;
15024;16;初期戦車Ｃ　　　;;;
15040;16;初期戦車Ｄ　　　;;;
15056;16;初期戦車Ｅ　　　;;;
15072;16;初期戦車Ｆ　　　;;;
15088;16;初期戦車Ｇ　　　;;;
15104;16;後詰戦車１　　　;;;
15120;16;後詰戦車２　　　;;;
15136;16;後詰戦車３　　　;;;
15152;16;後詰戦車４　　　;;;
15168;16;後詰戦車５　　　;;;
15184;16;後詰戦車６　　　;;;
15200;16;後詰戦車７　　　;;;
15216;16;後詰戦車８　　　;;;
15232;16;後詰戦車９　　　;;;
15248;16;後詰戦車Ａ　　　;;;
15264;16;後詰戦車Ｂ　　　;;;
15280;16;後詰戦車Ｃ　　　;;;
15296;16;後詰戦車Ｄ　　　;;;
15312;16;後詰戦車Ｅ　　　;;;
15328;16;後詰戦車Ｆ　　　;;;
15344;16;後詰戦車Ｇ　　　;;;
15360;16;雷鳴１　　　　　;Flash 1   ;;
15376;16;雷鳴２　　　　　;Flash 2   ;;
15392;16;雷鳴３　　　　　;Flash 3   ;;
15408;16;なす　　　　　　;syoki 4   ;;
15424;16;番小屋１　　　　;Tornado 1  ;;
15440;16;番小屋２　　　　;Tornado 2  ;;
15456;16;閃光１　　　　　;Thunderclap 1 ;;
15472;16;閃光２　　　　　;Thunderclap 2 ;;
15488;16;閃光３　　　　　;Thunderclap 3 ;;
15504;16;閃光４　　　　　;Thunderclap 4 ;;
15520;16;初期戦車Ｂ　　　;syoki 11  ;;
15536;16;初期戦車Ｃ　　　;syoki 12  ;;
15552;16;初期戦車Ｄ　　　;syoki 13  ;;
15568;16;初期戦車Ｅ　　　;syoki 14  ;;
15584;16;初期戦車Ｆ　　　;syoki 15  ;;
15600;16;初期戦車Ｇ　　　;syoki 16  ;;
15616;16;英雄１　　　　　;Kite 1   ;;
15632;16;大地１　　　　　;Aspen 1   ;;
15648;16;大地２　　　　　;Aspen 2   ;;
15664;16;盟友１　　　　　;Bumbee 1  ;;
15680;16;盟友２　　　　　;Bumbee 2  ;;
15696;16;盟友３　　　　　;Bumbee 3  ;;
15712;16;盟友４　　　　　;Bumbee 4  ;;
15728;16;敵戦車Ａ　　　　;atodu 10  ;;
15744;16;敵戦車Ｂ　　　　;atodu 11  ;;
15760;16;対戦車砲Ａ　　　;    ;;
15776;16;英雄２　　　　　;Hero 2   ;;
15792;16;屠殺場　　　　　;Tunderclap  ;;
15808;16;屠殺場　　　　　;Tunderclap  ;;
15824;16;屠殺場　　　　　;Star   ;;
15840;16;屠殺場　　　　　;Star   ;;
15856;16;屠殺場　　　　　;Star   ;;
15872;16;初期戦車１　　　;syoki 1   ;;
15888;16;初期戦車２　　　;syoki 2   ;;
15904;16;初期戦車３　　　;syoki 3   ;;
15920;16;初期戦車４　　　;syoki 4   ;;
15936;16;初期戦車５　　　;syoki 5   ;;
15952;16;初期戦車６　　　;syoki 6   ;;
15968;16;初期戦車７　　　;syoki 7   ;;
15984;16;初期戦車８　　　;syoki 8   ;;
16000;16;初期戦車９　　　;syoki 9   ;;
16016;16;初期戦車Ａ　　　;syoki 10  ;;
16032;16;初期戦車Ｂ　　　;syoki 11  ;;
16048;16;初期戦車Ｃ　　　;syoki 12  ;;
16064;16;初期戦車Ｄ　　　;syoki 13  ;;
16080;16;初期戦車Ｅ　　　;syoki 14  ;;
16096;16;初期戦車Ｆ　　　;syoki 15  ;;
16112;16;初期戦車Ｇ　　　;syoki 16  ;;
16128;16;後詰戦車１　　　;atodu 1   ;;
16144;16;後詰戦車２　　　;atodu 2   ;;
16160;16;後詰戦車３　　　;atodu 3   ;;
16176;16;後詰戦車４　　　;atodu 4   ;;
16192;16;後詰戦車５　　　;atodu 5   ;;
16208;16;後詰戦車６　　　;atodu 6   ;;
16224;16;後詰戦車７　　　;atodu 7   ;;
16240;16;後詰戦車８　　　;atodu 8   ;;
16256;16;後詰戦車９　　　;atodu 9   ;;
16272;16;後詰戦車Ａ　　　;atodu 10  ;;
16288;16;後詰戦車Ｂ　　　;atodu 11  ;;
16304;16;後詰戦車Ｃ　　　;atodu 12  ;;
16320;16;後詰戦車Ｄ　　　;atodu 13  ;;
16336;16;後詰戦車Ｅ　　　;atodu 14  ;;
16352;16;後詰戦車Ｆ　　　;atodu 15  ;;
16368;16;後詰戦車Ｇ　　　;atodu 16  ;;
16384;16;初期戦車１　　　;syoki 1   ;;
16400;16;初期戦車２　　　;syoki 2   ;;
16416;16;初期戦車３　　　;syoki 3   ;;
16432;16;初期戦車４　　　;syoki 4   ;;
16448;16;初期戦車５　　　;syoki 5   ;;
16464;16;初期戦車６　　　;syoki 6   ;;
16480;16;初期戦車７　　　;syoki 7   ;;
16496;16;初期戦車８　　　;syoki 8   ;;
16512;16;初期戦車９　　　;syoki 9   ;;
16528;16;初期戦車Ａ　　　;syoki 10  ;;
16544;16;初期戦車Ｂ　　　;syoki 11  ;;
16560;16;初期戦車Ｃ　　　;syoki 12  ;;
16576;16;初期戦車Ｄ　　　;syoki 13  ;;
16592;16;初期戦車Ｅ　　　;syoki 14  ;;
16608;16;初期戦車Ｆ　　　;syoki 15  ;;
16624;16;初期戦車Ｇ　　　;syoki 16  ;;
16640;16;後詰戦車１　　　;atodu 1   ;;
16656;16;後詰戦車２　　　;atodu 2   ;;
16672;16;後詰戦車３　　　;atodu 3   ;;
16688;16;後詰戦車４　　　;atodu 4   ;;
16704;16;後詰戦車５　　　;atodu 5   ;;
16720;16;後詰戦車６　　　;atodu 6   ;;
16736;16;後詰戦車７　　　;atodu 7   ;;
16752;16;後詰戦車８　　　;atodu 8   ;;
16768;16;後詰戦車９　　　;atodu 9   ;;
16784;16;後詰戦車Ａ　　　;atodu 10  ;;
16800;16;後詰戦車Ｂ　　　;atodu 11  ;;
16816;16;後詰戦車Ｃ　　　;atodu 12  ;;
16832;16;後詰戦車Ｄ　　　;atodu 13  ;;
16848;16;後詰戦車Ｅ　　　;atodu 14  ;;
16864;16;後詰戦車Ｆ　　　;atodu 15  ;;
16880;16;後詰戦車Ｇ　　　;atodu 16  ;;
16896;16;祝砲１　　　　　;Salute 1  ;;
16912;16;祝砲２　　　　　;Salute 2  ;;
16928;16;祝砲３　　　　　;Salute 3  ;;
16944;16;祝砲４　　　　　;Salute 4  ;;
16960;16;イカヅチ１　　　;Lightning 1  ;;
16976;16;イカヅチ２　　　;Lightning 2  ;;
16992;16;イカヅチ３　　　;Lightning 3  ;;
17008;16;嵐１　　　　　　;Storm 1   ;;
17024;16;嵐２　　　　　　;Storm 2   ;;
17040;16;嵐３　　　　　　;Storm 3   ;;
17056;16;初期戦車Ｂ　　　;syoki 11  ;;
